actual_time,area,num_people,date,time_index,kind,area_type,num_people_prev_1min,n_eff,wait_time_min
2025-09-14 01:01:00,A,0,2025-09-14,61,actual,checkin,0.0,0.0,1.5
2025-09-14 01:02:00,A,0,2025-09-14,62,actual,checkin,0.0,0.0,1.5
2025-09-14 01:03:00,A,0,2025-09-14,63,actual,checkin,0.0,0.0,1.5
2025-09-14 01:04:00,A,0,2025-09-14,64,actual,checkin,0.0,0.0,1.5
2025-09-14 01:05:00,A,0,2025-09-14,65,actual,checkin,0.0,0.0,1.5
2025-09-14 01:06:00,A,0,2025-09-14,66,actual,checkin,0.0,0.0,1.5
2025-09-14 01:07:00,A,0,2025-09-14,67,actual,checkin,0.0,0.0,1.5
2025-09-14 01:08:00,A,0,2025-09-14,68,actual,checkin,0.0,0.0,1.5
2025-09-14 01:09:00,A,0,2025-09-14,69,actual,checkin,0.0,0.0,1.5
2025-09-14 01:10:00,A,0,2025-09-14,70,actual,checkin,0.0,0.0,1.5
2025-09-14 01:11:00,A,0,2025-09-14,71,actual,checkin,0.0,0.0,1.5
2025-09-14 01:12:00,A,0,2025-09-14,72,actual,checkin,0.0,0.0,1.5
2025-09-14 01:13:00,A,0,2025-09-14,73,actual,checkin,0.0,0.0,1.5
2025-09-14 01:14:00,A,0,2025-09-14,74,actual,checkin,0.0,0.0,1.5
2025-09-14 01:15:00,A,0,2025-09-14,75,actual,checkin,0.0,0.0,1.5
2025-09-14 01:16:00,A,0,2025-09-14,76,actual,checkin,0.0,0.0,1.5
2025-09-14 01:17:00,A,0,2025-09-14,77,actual,checkin,0.0,0.0,1.5
2025-09-14 01:18:00,A,0,2025-09-14,78,actual,checkin,0.0,0.0,1.5
2025-09-14 01:19:00,A,0,2025-09-14,79,actual,checkin,0.0,0.0,1.5
2025-09-14 01:20:00,A,0,2025-09-14,80,actual,checkin,0.0,0.0,1.5
2025-09-14 01:21:00,A,0,2025-09-14,81,actual,checkin,0.0,0.0,1.5
2025-09-14 01:22:00,A,0,2025-09-14,82,actual,checkin,0.0,0.0,1.5
2025-09-14 01:23:00,A,0,2025-09-14,83,actual,checkin,0.0,0.0,1.5
2025-09-14 01:24:00,A,0,2025-09-14,84,actual,checkin,0.0,0.0,1.5
2025-09-14 01:25:00,A,0,2025-09-14,85,actual,checkin,0.0,0.0,1.5
2025-09-14 01:26:00,A,0,2025-09-14,86,actual,checkin,0.0,0.0,1.5
2025-09-14 01:27:00,A,0,2025-09-14,87,actual,checkin,0.0,0.0,1.5
2025-09-14 01:28:00,A,0,2025-09-14,88,actual,checkin,0.0,0.0,1.5
2025-09-14 01:29:00,A,0,2025-09-14,89,actual,checkin,0.0,0.0,1.5
2025-09-14 01:30:00,A,0,2025-09-14,90,actual,checkin,0.0,0.0,1.5
2025-09-14 01:31:00,A,0,2025-09-14,91,actual,checkin,0.0,0.0,1.5
2025-09-14 01:32:00,A,0,2025-09-14,92,actual,checkin,0.0,0.0,1.5
2025-09-14 01:33:00,A,0,2025-09-14,93,actual,checkin,0.0,0.0,1.5
2025-09-14 01:34:00,A,0,2025-09-14,94,actual,checkin,0.0,0.0,1.5
2025-09-14 01:35:00,A,0,2025-09-14,95,actual,checkin,0.0,0.0,1.5
2025-09-14 01:36:00,A,0,2025-09-14,96,actual,checkin,0.0,0.0,1.5
2025-09-14 01:37:00,A,0,2025-09-14,97,actual,checkin,0.0,0.0,1.5
2025-09-14 01:38:00,A,0,2025-09-14,98,actual,checkin,0.0,0.0,1.5
2025-09-14 01:39:00,A,0,2025-09-14,99,actual,checkin,0.0,0.0,1.5
2025-09-14 01:40:00,A,0,2025-09-14,100,actual,checkin,0.0,0.0,1.5
2025-09-14 01:41:00,A,0,2025-09-14,101,actual,checkin,0.0,0.0,1.5
2025-09-14 01:42:00,A,0,2025-09-14,102,actual,checkin,0.0,0.0,1.5
2025-09-14 01:43:00,A,0,2025-09-14,103,actual,checkin,0.0,0.0,1.5
2025-09-14 01:44:00,A,0,2025-09-14,104,actual,checkin,0.0,0.0,1.5
2025-09-14 01:45:00,A,0,2025-09-14,105,actual,checkin,0.0,0.0,1.5
2025-09-14 01:46:00,A,0,2025-09-14,106,actual,checkin,0.0,0.0,1.5
2025-09-14 01:47:00,A,0,2025-09-14,107,actual,checkin,0.0,0.0,1.5
2025-09-14 01:48:00,A,0,2025-09-14,108,actual,checkin,0.0,0.0,1.5
2025-09-14 01:49:00,A,0,2025-09-14,109,actual,checkin,0.0,0.0,1.5
2025-09-14 01:50:00,A,0,2025-09-14,110,actual,checkin,0.0,0.0,1.5
2025-09-14 01:51:00,A,0,2025-09-14,111,actual,checkin,0.0,0.0,1.5
2025-09-14 01:52:00,A,0,2025-09-14,112,actual,checkin,0.0,0.0,1.5
2025-09-14 01:53:00,A,0,2025-09-14,113,actual,checkin,0.0,0.0,1.5
2025-09-14 01:54:00,A,0,2025-09-14,114,actual,checkin,0.0,0.0,1.5
2025-09-14 01:55:00,A,0,2025-09-14,115,actual,checkin,0.0,0.0,1.5
2025-09-14 01:56:00,A,0,2025-09-14,116,actual,checkin,0.0,0.0,1.5
2025-09-14 01:57:00,A,0,2025-09-14,117,actual,checkin,0.0,0.0,1.5
2025-09-14 01:58:00,A,0,2025-09-14,118,actual,checkin,0.0,0.0,1.5
2025-09-14 01:59:00,A,0,2025-09-14,119,actual,checkin,0.0,0.0,1.5
2025-09-14 02:00:00,A,0,2025-09-14,120,actual,checkin,0.0,0.0,1.5
2025-09-14 02:01:00,A,0,2025-09-14,121,actual,checkin,0.0,0.0,1.5
2025-09-14 02:02:00,A,0,2025-09-14,122,actual,checkin,0.0,0.0,1.5
2025-09-14 02:03:00,A,0,2025-09-14,123,actual,checkin,0.0,0.0,1.5
2025-09-14 02:04:00,A,0,2025-09-14,124,actual,checkin,0.0,0.0,1.5
2025-09-14 02:05:00,A,0,2025-09-14,125,actual,checkin,0.0,0.0,1.5
2025-09-14 02:06:00,A,0,2025-09-14,126,actual,checkin,0.0,0.0,1.5
